ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,y
1005,,198720,,0.561,25.21818182,72675,57.6,10.95925352,1887900,,C2,square
1006,0.009882544,19642,182.65,0.626,2.181818182,8025,5.693333333,1.058028169,194460,,C2,square
1007,0.001863102,4761,109.85,0.319,0.318181818,990,1.38,0.078626761,38220,,C2,square
1008,,4347,,0.741,0.409090909,2100,1.26,0.234823944,46060,,C2,square
1009,,4347,,0.841,0.636363636,2385,1.26,0.414577465,48720,,C3,square
1010,0.006966383,21758,183.95,0.764,2.436363636,10845,6.306666667,1.441915493,233660,,C4,square
1011,0.021142163,48024,141.7,0.773,4.136363636,24225,13.92,2.476866197,518420,,C2,square
1012,,6118,,0.748,0.690909091,2985,1.773333333,0.400338028,65100,,C2,square
1013,,2093,,0.824,0.227272727,1125,0.606666667,0.145070423,23240,,C3,square
1014,,76153,,0.735,9.263636364,36525,22.07333333,5.274401408,804440,,C2,square
1015,,16192,,0.597,1.6,6300,4.693333333,0.739943662,157360,,C2,square
1016,,966,479.7,0.738,0.281818182,465,0.28,0.161112676,10220,0.892127563,C3,circle
1017,0.004617254,1311,296.4,1,0.236363636,855,0.38,0.183098592,15960,0.303715138,C3,circle
1018,,1656,,0.819,0.236363636,885,0.48,0.149957746,18340,,C3,square
1019,,9522,,0.848,1.372727273,5265,2.76,0.901746479,107100,,C3,square
1020,,2300,,0.53,0.454545455,795,0.666666667,0.186619718,21420,,C2,square
1021,,3542,,0.805,0.454545455,1860,1.026666667,0.283450704,38920,,C4,square
1022,0.00218712,3726,88.4,0.673,0.2,1635,1.08,0.104267606,37940,,C4,square
1023,0.022195221,56718,102.7,0.58,3.545454545,21465,16.44,1.592957746,545580,,C1,square
1024,,2898,,0.437,0.190909091,825,0.84,0.064626761,25340,,C1,square
1025,,4761,,0.986,0.609090909,3060,1.38,0.465225352,57540,,C2,square
1026,0.043337384,110745,101.4,0.688,6.836363636,49680,32.1,3.643492958,1137780,,C4,square
1027,,4347,,0.778,0.354545455,2205,1.26,0.213676056,47040,,C2,square
1028,,5566,,0.888,1.327272727,3225,1.613333333,0.913014085,63980,,C3,square
1029,0.003807209,7567,176.15,0.878,0.809090909,4335,2.193333333,0.550295775,86520,,C1,square
1030,0.018388011,83536,266.5,0.731,13.54545455,39810,24.21333333,7.670352113,880040,,C4,square
1031,,6762,,0.571,0.627272727,2520,1.96,0.277457746,64680,,C3,square
1032,0.043418388,110952,100.1,0.602,6.754545455,43560,32.16,3.149901408,1081920,,C2,square
1033,0.002025111,5750,221,0.816,0.772727273,3060,1.666666667,0.488450704,63560,,C2,square
1034,,11040,,0.733,1.181818182,5280,3.2,0.671056338,116480,,C2,square
1035,0.0036452,8280,238.55,0.897,1.2,4845,2.4,0.833830986,95620,,C4,square
1036,0.000891049,1771,228.15,0.961,0.245454545,1110,0.513333333,0.182725352,21140,,C3,square
1037,0.001863102,4232,229.45,0.826,0.590909091,2280,1.226666667,0.378098592,47040,,C2,square
1038,0.001539085,4370,219.05,0.911,0.581818182,2595,1.266666667,0.410591549,50820,,C4,square
1039,,68517,,0.78,5.290909091,34845,19.86,3.196901408,742280,,C4,square
1040,,2392,100.1,0.769,0.145454545,1200,0.693333333,0.086647887,25760,,C3,circle
1041,,3565,230.75,0.974,0.5,2265,1.033333333,0.377253521,42840,,C3,square
1042,0.027136493,92460,260,0.677,14.6,40830,26.8,7.656774648,943880,,C1,square
1043,0.012717699,36110,151.45,0.565,3.327272727,13305,10.46666667,1.456267606,343980,,C2,square
1044,,3703,,0.876,0.436363636,2115,1.073333333,0.296112676,42280,,C2,square
1045,,1288,,0.875,0.209090909,735,0.373333333,0.141725352,14700,,C1,square
1046,,4761,,0.57,0.463636364,1770,1.38,0.20471831,45500,,C3,square
1047,0.001296071,2944,213.2,0.969,0.381818182,1860,0.853333333,0.286605634,35280,,C3,square
1048,0.00072904,1449,226.85,0.905,0.2,855,0.42,0.140211268,16800,,C4,square
1049,,3864,232.05,0.911,0.545454545,2295,1.12,0.384929577,44940,,C1,square
1050,0.000486027,966,293.8,0.976,0.172727273,615,0.28,0.130591549,11620,,C2,square
1051,,1495,130,1,0.118181818,975,0.433333333,0.091549296,18200,,C3,square
1052,,606878,,0.276,38.3,109185,175.9066667,8.188647887,4713100,,C2,circle
1053,,109296,592.15,0.983,39.35454545,70050,31.68,29.96765493,1319080,0.747318428,C4,square
1054,,9936,,0.745,0.963636364,4830,2.88,0.556126761,105560,,C3,square
1055,0.00745241,19044,186.55,0.694,2.163636364,8625,5.52,1.163183099,196420,,C4,square
1056,0.002511138,4991,248.3,0.811,0.754545455,2640,1.446666667,0.474035211,55020,,C4,square
1057,0.005346294,13662,209.95,0.805,1.745454545,7170,3.96,1.088450704,150080,,C4,square
1058,0.002997165,6808,243.75,0.922,1.009090909,4095,1.973333333,0.72071831,79660,,C1,square
1059,0.000567031,1288,278.85,1,0.218181818,840,0.373333333,0.169014085,15680,,C2,square
1060,0.02746051,109158,161.2,0.547,10.68181818,38940,31.64,4.526232394,1027880,,C2,square
1061,0.002106116,5382,194.35,0.953,0.636363636,3345,1.56,0.469788732,63980,,C4,square
1062,,23920,,0.876,3.4,13665,6.933333333,2.307211268,273140,,C3,square
1063,0.031510733,62629,108.55,0.584,4.136363636,23865,18.15333333,1.871267606,603960,,C1,square
1064,,24863,,0.747,3.1,12120,7.206666667,1.793852113,264460,,C1,square
1065,,6072,,0.705,0.754545455,2790,1.76,0.412077465,63000,,C2,square
1066,0.001134062,3864,232.05,0.958,0.545454545,2415,1.12,0.404788732,46060,,C1,square
1067,,39744,,0.747,6.409090909,19350,11.52,3.708697183,422520,,C1,square
1068,0.005022276,14260,172.25,0.656,1.490909091,6105,4.133333333,0.757633803,143780,,C4,square
1069,0.003321183,8487,288.6,0.976,1.490909091,5400,2.46,1.127211268,102060,,C1,square
1070,,42504,,0.569,3.827272727,15780,12.32,1.686964789,406000,,C3,square
1071,0.000405022,575,338,1,0.118181818,375,0.166666667,0.091549296,7000,0.977757785,C3,square
1072,0.005913325,13432,281.45,0.875,2.3,7665,3.893333333,1.558978873,153300,,C4,square
1073,,2070,,0.778,0.245454545,1050,0.6,0.147929577,22400,,C1,square
1074,,10465,205.4,0.848,1.309090909,5790,3.033333333,0.859943662,117740,,C2,square
1075,,3726,,0.654,0.472727273,1590,1.08,0.239492958,37520,,C4,square
1076,0.008019441,54648,592.8,0.96,19.70909091,34230,15.84,14.65690141,652120,0.037579109,C2,square
1077,,101430,,0.323,2.7,21375,29.4,0.675570423,816900,,C3,square
1078,0.016038882,50094,248.95,0.773,7.581818182,25245,14.52,4.540014085,540540,,C3,square
1079,,1150,,0.74,0.127272727,555,0.333333333,0.072957746,12180,,C4,square
1080,0.008748481,22356,144.3,0.778,1.963636364,11340,6.48,1.18343662,241920,,C3,square
1081,,68517,,0.69,6.009090909,30840,19.86,3.211901408,704900,,C4,square
1082,,4140,,0.817,1.072727273,2205,1.2,0.678915493,45780,,C1,square
1083,0.000567031,1127,225.55,1,0.154545455,735,0.326666667,0.11971831,13720,,C4,square
1084,,13662,,0.803,1.627272727,7155,3.96,1.012232394,149940,,C1,square
1085,0.002673147,4554,196.95,0.874,0.545454545,2595,1.32,0.369295775,51940,,C1,square
1086,0.001701094,4347,316.55,0.857,0.836363636,2430,1.26,0.555239437,49140,0.242370341,C2,square
1087,0.012312677,31464,246.35,0.765,4.709090909,15705,9.12,2.790633803,338100,,C2,square
1088,,207,,0.889,0.072727273,120,0.06,0.050084507,2380,,C4,square
1089,0.001782098,4048,276.9,1,0.681818182,2640,1.173333333,0.528169014,49280,,C4,square
1090,,2070,,0.711,0.381818182,960,0.6,0.210295775,21560,,C4,square
1091,0.004860267,12420,268.45,0.822,2.027272727,6660,3.6,1.290887324,137760,,C1,square
1092,0.002592143,5152,180.05,0.83,0.563636364,2790,1.493333333,0.362394366,57400,,C1,square
1093,,2760,,0.85,0.409090909,1530,0.8,0.269366197,31080,,C4,square
1094,,45448,,0.911,8.127272727,27015,13.17333333,5.735450704,528780,,C1,square
1095,0.004698258,12006,131.95,0.531,0.963636364,4155,3.48,0.396380282,111860,,C1,square
1096,0.00818145,25553,214.5,0.734,3.336363636,12225,7.406666667,1.897028169,269640,,C3,square
1097,0.001377076,391,535.6,1,0.127272727,255,0.113333333,0.098591549,4760,0.127711452,C4,circle
1098,,41607,98.8,0.456,2.5,12375,12.06,0.883098592,368760,,C4,square
1099,,2760,,0.583,0.227272727,1050,0.8,0.102640845,26600,,C4,circle
1100,0.018388011,73094,154.05,0.839,6.854545455,40005,21.18666667,4.454971831,818300,,C1,square
1101,0.001539085,3496,119.6,0.849,0.254545455,1935,1.013333333,0.167408451,39340,,C1,square
1102,0.003240178,6440,218.4,0.971,0.854545455,4080,1.866666667,0.642774648,77280,,C1,square
1103,0.003483192,10879,218.4,0.753,1.445454545,5340,3.153333333,0.843147887,116060,,C3,square
1104,0.00745241,14812,200.85,0.896,1.809090909,8655,4.293333333,1.255661972,170940,,C1,square
1105,,9729,319.8,0.948,1.890909091,6015,2.82,1.388619718,115360,0.34146726,C1,square
1106,,6072,165.1,0.689,0.609090909,2730,1.76,0.325091549,62440,,C4,square
1107,0.000648036,184,650,1,0.072727273,120,0.053333333,0.056338028,2240,0.425728968,C2,circle
1108,0.000486027,966,185.9,0.857,0.109090909,540,0.28,0.072422535,10920,,C4,square
1109,,966,,0.643,0.063636364,405,0.28,0.031697183,9660,,C4,square
1110,,17043,,1,5.018181818,11115,4.94,3.887323944,207480,,C3,square
1111,,15732,,0.882,1.909090909,9045,4.56,1.304366197,180180,,C3,square
1112,,2093,,0.923,0.272727273,1260,0.606666667,0.195,24500,,C3,square
1113,0.001215067,2070,158.6,0.733,0.2,990,0.6,0.11356338,21840,,C3,square
1114,,828,198.9,0.556,0.1,300,0.24,0.043070423,7840,,C3,square
1115,0.00145808,3726,156.65,0.981,0.354545455,2385,1.08,0.269429577,44940,,C2,square
1116,0.003564196,8096,295.75,0.949,1.454545455,5010,2.346666667,1.069295775,96040,0.283685998,C1,square
1117,,3312,,1,0.618181818,2160,0.96,0.478873239,40320,,C1,square
1118,,8050,211.9,0.583,1.036363636,3060,2.333333333,0.468042254,77560,,C1,square
1119,0.008100446,23000,137.8,0.702,1.927272727,10530,6.666666667,1.048056338,238280,,C2,square
1120,,2898,,0.508,0.390909091,960,0.84,0.153830986,26600,,C2,circle
1121,0.010692588,9108,328.25,0.558,1.818181818,3315,2.64,0.785915493,86380,0.898049868,C2,circle
1122,,1288,197.6,0.946,0.154545455,795,0.373333333,0.113253521,15260,,C4,square
1123,0.002997165,5957,,0.691,0.709090909,2685,1.726666667,0.37956338,61320,,C1,square
1124,,19872,127.4,0.686,1.536363636,8895,5.76,0.81643662,203980,,C3,square
1125,0.001296071,3680,288.6,1,0.645454545,2400,1.066666667,0.5,44800,,C2,square
1126,0.001215067,2415,291.2,0.829,0.427272727,1305,0.7,0.274387324,26880,,C3,square
1127,0.013608748,42504,152.1,0.723,3.927272727,20055,12.32,2.199549296,445900,,C3,square
1128,,3703,,0.845,0.481818182,2040,1.073333333,0.315387324,41580,,C1,square
1129,0.018388011,52210,146.25,0.97,4.636363636,33030,15.13333333,3.483802817,626080,,C2,square
1130,0.000972053,2208,263.9,0.896,0.354545455,1290,0.64,0.246084507,25480,,C3,square
1131,0.005670312,12880,215.8,0.896,1.690909091,7530,3.733333333,1.173633803,148680,,C3,square
1132,0.004293236,12190,222.95,0.811,1.654545455,6450,3.533333333,1.039450704,134400,,C2,square
1133,8.10E-05,598,650,1,0.236363636,390,0.173333333,0.183098592,7280,0.200892537,C3,circle
1134,0.021952207,62330,114.4,0.574,4.327272727,23340,18.06666667,1.924112676,597240,,C4,square
1135,0.034831916,98900,228.15,0.772,13.70909091,49770,28.66666667,8.198422535,1066520,,C4,square
1136,,2093,,0.846,0.263636364,1155,0.606666667,0.172774648,23520,,C4,square
1137,0.009801539,19481,176.8,0.646,2.090909091,8205,5.646666667,1.046338028,195160,,C4,square
1138,,230,,0.9,0.081818182,135,0.066666667,0.057042254,2660,,C4,circle
1139,0.001701094,3864,170.3,0.696,0.4,1755,1.12,0.215661972,39900,,C4,square
1140,,4600,240.5,0.73,0.672727273,2190,1.333333333,0.380422535,48440,,C4,square
1141,,1932,293.8,0.952,0.345454545,1200,0.56,0.254760563,22960,,C4,square
1142,0.009801539,19481,198.25,0.675,2.345454545,8580,5.646666667,1.226408451,198660,,C1,square
1143,,11155,,0.831,1.472727273,6045,3.233333333,0.948042254,124320,,C1,square
1144,0.000972053,3036,319.8,0.75,0.590909091,1485,0.88,0.343309859,32340,0.417324361,C4,square
1145,0.009801539,22264,280.15,0.98,3.790909091,14235,6.453333333,2.877887324,268380,,C2,square
1146,0.001782098,6072,359.45,0.841,1.327272727,3330,1.76,0.864690141,68040,0.341262556,C3,square
1147,0.005346294,10626,111.15,0.903,0.718181818,6255,3.08,0.502373239,123060,,C1,square
1148,,2277,,0.717,0.363636364,1065,0.66,0.201971831,23800,,C1,square
1149,,6118,,0.639,0.545454545,2550,1.773333333,0.27,61040,,C3,square
1150,,3933,,0.76,0.454545455,1950,1.14,0.267605634,42140,,C1,square
1151,,11868,213.2,0.789,1.536363636,6105,3.44,0.939021127,129220,,C4,square
1152,0.012798704,25438,155.35,0.952,2.4,15795,7.373333333,1.769915493,302260,,C1,square
1153,0.002754151,8602,210.6,0.872,1.1,4890,2.493333333,0.743042254,98000,,C2,square
1154,0.001134062,644,301.6,0.536,0.118181818,225,0.186666667,0.049070423,6020,0.61891703,C3,circle
1155,0.00145808,3312,306.8,1,0.618181818,2160,0.96,0.478873239,40320,0.126000022,C3,square
1156,0.002430134,4830,195,0.886,0.572727273,2790,1.4,0.393084507,55440,,C3,square
1157,0.013932766,35604,108.55,0.678,2.345454545,15750,10.32,1.231859155,363720,,C3,square
1158,0.004374241,9936,178.75,0.778,1.081818182,5040,2.88,0.651985915,107520,,C1,square
1159,,6900,,0.93,0.909090909,4185,2,0.654929577,81060,,C2,square
1160,,9016,,0.829,1.136363636,4875,2.613333333,0.729753521,100380,,C4,square
1161,0.000810045,1840,203.45,0.675,0.227272727,810,0.533333333,0.118838028,18760,,C3,square
1162,0.029080599,132112,244.4,0.652,19.61818182,56205,38.29333333,9.90856338,1328740,,C3,square
1163,,8510,230.1,0.708,1.190909091,3930,2.466666667,0.65315493,88480,,C1,square
1164,0.000891049,1771,143.65,0.922,0.154545455,1065,0.513333333,0.110380282,20720,,C4,square
1165,,6440,,0.754,0.472727273,3165,1.866666667,0.276112676,68740,,C1,square
1166,0.000648036,736,223.6,0.531,0.1,255,0.213333333,0.041133803,6860,,C1,circle
1167,0.006318348,17940,247.65,0.856,2.7,10020,5.2,1.790366197,202720,,C4,square
1168,0.041393277,117530,87.1,0.557,6.218181818,42690,34.06666667,2.683014085,1113840,,C4,square
1169,0.022924261,58581,120.9,0.727,4.309090909,27780,16.98,2.426746479,615860,,C4,square
1170,0.000891049,2024,162.5,0.83,0.2,1095,0.586666667,0.128591549,22540,,C1,square
1171,0.000972053,2208,257.4,0.99,0.345454545,1425,0.64,0.264929577,26740,,C1,square
1172,,2737,,0.748,0.463636364,1335,0.793333333,0.268647887,29120,,C1,square
1173,0.019846092,50715,104,0.607,3.209090909,20070,14.7,1.508950704,496020,,C1,square
1174,0.004617254,13110,361.4,0.719,2.881818182,6150,3.8,1.605091549,137200,0.442435308,C3,square
1175,0.005832321,19872,404.95,0.86,4.890909091,11145,5.76,3.258309859,224980,0.926369076,C2,square
1176,0.002592143,4416,237.25,0.958,0.636363636,2760,1.28,0.472253521,52640,,C1,square
1177,,1472,304.85,0.844,0.272727273,810,0.426666667,0.178309859,16520,0.119802763,C3,square
1178,,7130,,0.652,0.554545455,3030,2.066666667,0.280084507,71680,,C4,square
1179,,805,204.1,0.857,0.1,450,0.233333333,0.066387324,9100,,C4,square
1180,0.003402187,9660,206.05,0.85,1.209090909,5355,2.8,0.796126761,108780,,C1,square
1181,0.002430134,11040,86.45,0.471,0.581818182,3390,3.2,0.21228169,98840,,C4,circle
1182,,27140,,0.745,2.972727273,13185,7.866666667,1.715598592,288260,,C2,square
1183,0.001296071,2576,220.35,1,0.345454545,1680,0.746666667,0.267605634,31360,,C2,square
1184,,13409,,0.734,1.318181818,6420,3.886666667,0.749507042,141540,,C4,square
1185,0.002106116,4784,256.1,1,0.745454545,3120,1.386666667,0.577464789,58240,,C2,square
1186,0.000972053,2208,263.9,0.885,0.354545455,1275,0.64,0.24306338,25340,,C1,square
1187,0.002430134,46230,109.85,0.46,3.081818182,13860,13.4,1.098169014,410760,,C1,circle
1188,0.002349129,5336,134.55,0.651,0.436363636,2265,1.546666667,0.220056338,53620,,C1,square
1189,0.00145808,2484,325,0.991,0.490909091,1605,0.72,0.376859155,30100,0.717242545,C2,square
1190,0.00672337,15272,258.7,0.94,2.4,9360,4.426666667,1.747605634,180320,,C1,square
1191,0.010125557,20125,175.5,0.858,2.145454545,11265,5.833333333,1.425971831,227640,,C1,square
1192,,18952,,0.933,3.181818182,11535,5.493333333,2.299647887,223020,,C1,square
1193,,529,536.9,1,0.172727273,345,0.153333333,0.133802817,6440,0.727988907,C3,circle
1194,,11270,343.85,0.939,2.354545455,6900,3.266666667,1.712683099,133000,0.09151638,C1,square
1195,,68172,,0.933,6.454545455,41475,19.76,4.665,802060,,C2,square
1196,0.00072904,1863,232.7,0.914,0.263636364,1110,0.54,0.186661972,21700,,C3,square
1197,0.022033212,68816,182.65,0.68,7.636363636,30540,19.94666667,4.022535211,703920,,C2,square
1198,0.003969218,12397,222.95,0.666,1.681818182,5385,3.593333333,0.867676056,125720,,C3,square
1199,,27048,,0.369,0.863636364,6510,7.84,0.246866197,225400,,C2,square
1200,0.003078169,6992,260.65,0.747,1.109090909,3405,2.026666667,0.641788732,74340,,C2,square
1201,0.006642365,15088,282.1,0.75,2.590909091,7380,4.373333333,1.50528169,160720,,C2,square
1202,,6762,,0.738,0.7,3255,1.96,0.400183099,71540,,C3,square
1203,,3174,,0.906,0.781818182,1875,0.92,0.548704225,36820,,C3,circle
1204,0.002754151,10948,181.35,0.851,1.209090909,6075,3.173333333,0.79706338,123340,,C4,square
1205,,1127,212.55,0.898,0.145454545,660,0.326666667,0.101183099,13020,,C3,square
1206,,1863,192.4,0.901,0.218181818,1095,0.54,0.15228169,21560,,C2,square
1207,0.001782098,4554,137.8,0.763,0.381818182,2265,1.32,0.225676056,48860,,C4,square
1208,,13455,,0.786,1.181818182,6900,3.9,0.719577465,146300,,C4,square
1209,0.007533414,10695,228.15,1,1.481818182,6975,3.1,1.147887324,130200,,C1,square
1210,,19251,,0.847,2.118181818,10635,5.58,1.389795775,216440,,C4,square
1211,0.001701094,4347,196.3,0.614,0.518181818,1740,1.26,0.246464789,42700,,C4,square
1212,0.024220332,55016,120.9,0.687,4.054545455,24645,15.94666667,2.157760563,564900,,C3,square
1213,,75072,,0.602,7.381818182,29475,21.76,3.442422535,732060,,C1,square
1214,0.009558526,29854,169,0.817,3.072727273,15915,8.653333333,1.944690141,330260,,C2,square
1215,,6210,274.3,0.881,1.036363636,3570,1.8,0.70728169,71120,,C1,square
1216,,11592,,0.617,0.9,4665,3.36,0.430161972,114100,,C3,square
1217,0.00072904,414,361.4,0.556,0.090909091,150,0.12,0.03915493,3920,0.283658919,C2,circle
1218,,19228,165.1,0.688,1.927272727,8625,5.573333333,1.02715493,197540,,C2,square
1219,0.001782098,4048,254.8,0.778,0.627272727,2055,1.173333333,0.378042254,43820,,C3,square
1220,0.004860267,13800,144.95,0.607,1.218181818,5460,4,0.572802817,134960,,C3,square
1221,,8832,,0.948,1.536363636,5460,2.56,1.128253521,104720,,C1,square
1222,0.017334953,39376,273.65,0.807,6.545454545,20730,11.41333333,4.091830986,433160,,C2,square
1223,0.003078169,11362,217.1,0.937,1.5,6945,3.293333333,1.088767606,133980,,C2,square
1224,0.000891049,2783,252.2,0.818,0.427272727,1485,0.806666667,0.270746479,30800,,C2,square
1225,0.014094775,32016,104.65,0.72,2.036363636,15030,9.28,1.135774648,335160,,C1,square
1226,0.003807209,8648,235.3,0.88,1.236363636,4965,2.506666667,0.842816901,98980,,C4,square
1227,0.041312272,105570,96.85,0.592,6.218181818,40755,30.6,2.851605634,1022980,,C2,square
1228,,5796,265.85,0.861,0.936363636,3255,1.68,0.624528169,65660,,C3,square
1229,0.002349129,4002,239.2,0.954,0.581818182,2490,1.16,0.429971831,47600,,C3,square
1230,0.002268125,5796,206.05,0.976,0.727272727,3690,1.68,0.549859155,69720,,C3,square
1231,0.00218712,4968,141.7,0.829,0.427272727,2685,1.44,0.274387324,55300,,C4,square
1232,0.00145808,4140,191.1,0.911,0.481818182,2460,1.2,0.340021127,48160,,C2,square
1233,,1656,,0.778,0.118181818,840,0.48,0.071225352,17920,,C1,square
1234,,105156,,0.53,5.336363636,36375,30.48,2.190915493,979580,,C2,square
1235,,133952,,0.617,20.30909091,53910,38.82666667,9.706887324,1318520,,C2,square
1236,,32016,,0.756,4.190909091,15795,9.28,2.454338028,342300,,C4,square
1237,,5520,192.4,0.863,0.645454545,3105,1.6,0.4315,62580,,C3,square
1238,0.002754151,6256,241.15,0.765,0.918181818,3120,1.813333333,0.544119718,67200,,C3,square
1239,,133331,,0.998,49.27272727,86760,38.64666667,38.09267606,1621340,,C1,circle
1240,0.021709194,55476,118.95,0.686,4.009090909,24810,16.08,2.130464789,569240,,C4,square
1241,0.001134062,2576,243.75,0.839,0.381818182,1410,0.746666667,0.24815493,28840,,C4,square
1242,,11385,196.95,0.739,1.363636364,5490,3.3,0.780633803,120540,,C3,square
1243,0.008991495,22977,119.6,0.771,1.672727273,11550,6.66,0.999042254,247660,,C2,square
1244,0.001215067,345,476.45,1,0.1,225,0.1,0.077464789,4200,0.00022412,C4,circle
1245,0.022033212,56304,174.85,0.763,5.990909091,28020,16.32,3.540964789,604240,,C2,square
1246,0.009558526,32568,200.85,0.726,3.981818182,15420,9.44,2.239352113,342160,,C1,square
1247,0.003240178,9200,219.7,0.878,1.227272727,5265,2.666666667,0.83471831,105140,,C1,square
1248,,3726,,0.864,0.918181818,2100,1.08,0.614535211,42280,,C2,square
1249,,35604,,0.731,2.409090909,16965,10.32,1.364190141,375060,,C3,square
1250,,34500,,0.585,3.436363636,13170,10,1.557253521,332920,,C3,square
1251,0.001215067,2760,173.55,0.767,0.290909091,1380,0.8,0.17284507,29680,,C4,square
1252,0.003402187,6762,216.45,0.844,0.890909091,3720,1.96,0.582478873,75880,,C1,square
1253,0.001053058,2392,343.85,0.798,0.5,1245,0.693333333,0.309084507,26180,0.757493057,C4,square
1254,,10350,,0.958,2.027272727,6465,3,1.504464789,123340,,C4,square
1255,,2162,366.6,1,0.481818182,1410,0.626666667,0.373239437,26320,0.39796082,C3,circle
1256,,3703,,0.54,0.136363636,1305,1.073333333,0.057042254,34720,,C3,square
1257,0.00072904,2277,308.75,0.636,0.427272727,945,0.66,0.210507042,22680,0.07996898,C1,square
1258,0.000810045,1610,185.9,0.886,0.181818182,930,0.466666667,0.124788732,18480,,C4,square
1259,0.003078169,11362,214.5,0.98,1.481818182,7260,3.293333333,1.124929577,136920,,C1,square
1260,,42182,98.8,0.684,2.536363636,18810,12.22666667,1.343915493,432320,,C3,square
1261,,13386,,0.703,1.245454545,6135,3.88,0.678246479,138740,,C2,square
1262,0.001944107,9384,234,0.708,1.336363636,4335,2.72,0.732929577,97580,,C2,square
1263,0.029728635,92851,143.65,0.77,8.1,46620,26.91333333,4.831478873,1000300,,C4,square
1264,,1380,173.55,0.55,0.145454545,495,0.4,0.061971831,13020,,C2,square
1265,,9108,,0.942,1.809090909,5595,2.64,1.320126761,107660,,C1,square
1266,,4968,,0.468,0.418181818,1515,1.44,0.151605634,44380,,C3,square
1267,0.020980154,17871,624,0.978,6.781818182,11400,5.18,5.137943662,215180,0.812587262,C4,circle
1268,0.00745241,19044,185.9,0.885,2.154545455,10995,5.52,1.477077465,218540,,C1,square
1269,0.002268125,4508,185.9,0.781,0.509090909,2295,1.306666667,0.308,48860,,C3,square
1270,0.003321183,9430,210.6,0.81,1.209090909,4980,2.733333333,0.758661972,103880,,C3,square
1271,,13984,308.75,0.87,2.627272727,7935,4.053333333,1.770633803,159180,0.490579971,C3,square
1272,0.005670312,12880,181.35,0.727,1.418181818,6105,3.733333333,0.798676056,135380,,C4,square
1273,,112723,,0.746,7.927272727,54825,32.67333333,4.581070423,1197840,,C1,square
1274,,2047,109.85,1,0.136363636,1335,0.593333333,0.105633803,24920,,C3,square
1275,0.001296071,3312,243.75,1,0.490909091,2160,0.96,0.38028169,40320,,C2,square
1276,,6670,,0.834,1.009090909,3630,1.933333333,0.651929577,74480,,C3,square
1277,0.002592143,5888,261.3,0.496,0.936363636,1905,1.706666667,0.359774648,53620,,C3,square
1278,,3312,,0.792,0.427272727,1710,0.96,0.262140845,36120,,C1,square
1279,0.026893479,91632,261.3,0.659,14.56363636,39390,26.56,7.434633803,925400,,C1,square
1280,0.015066829,38502,241.8,0.778,5.654545455,19545,11.16,3.407859155,416780,,C1,square
1281,0.001701094,2898,226.85,1,0.4,1890,0.84,0.309859155,35280,,C2,square
1282,0.011340624,28980,247,0.756,4.354545455,14295,8.4,2.550169014,309820,,C1,square
1283,,11730,,0.773,1.563636364,5910,3.4,0.936309859,126560,,C4,square
1284,0.016443904,116725,544.05,0.929,38.6,70695,33.83333333,27.77840845,1370320,0.785412604,C3,square
1285,0.002997165,7659,138.45,0.706,0.645454545,3525,2.22,0.353,79520,,C2,square
1286,0.001782098,4048,258.7,0.818,0.636363636,2160,1.173333333,0.403239437,44800,,C4,square
1287,0.003483192,10879,217.1,0.875,1.436363636,6210,3.153333333,0.973591549,124180,,C1,square
1288,0.000648036,2208,331.5,0.927,0.445454545,1335,0.64,0.319880282,25900,0.189044386,C3,square
1289,0.005670312,17710,247.65,0.639,2.663636364,7380,5.133333333,1.3185,176680,,C1,square
1290,,345,390,1,0.081818182,225,0.1,0.063380282,4200,0.10194393,C3,square
1291,0.006399352,12719,367.9,0.967,2.845454545,8025,3.686666667,2.131485915,152320,0.247465068,C2,square
1292,0.004374241,12420,207.35,0.824,1.563636364,6675,3.6,0.998084507,137900,,C4,square
1293,0.00526529,5980,192.4,0.631,0.7,2460,1.733333333,0.342161972,59360,,C4,square
1294,0.000567031,966,170.3,0.786,0.1,495,0.28,0.060887324,10500,,C2,square
1295,,575,650,1,0.227272727,375,0.166666667,0.176056338,7000,0.228458554,C1,circle
1296,0.006480356,23920,282.1,0.536,4.1,8355,6.933333333,1.702366197,223580,,C3,square
1297,0.00891049,22770,202.15,0.627,2.8,9315,6.6,1.359971831,225540,,C3,square
1298,0.001539085,3933,144.3,0.673,0.345454545,1725,1.14,0.180098592,40040,,C1,square
1299,,155112,,0.903,28.68181818,91320,44.96,20.0631338,1796480,,C3,square
1300,0.0036452,1035,158.6,1,0.1,675,0.3,0.077464789,12600,,C4,circle
1301,,3128,,0.882,0.281818182,1800,0.906666667,0.192549296,35840,,C4,square
1302,,8280,207.35,0.919,1.045454545,4965,2.4,0.744260563,96740,,C3,square
1303,0.003483192,7912,258.7,0.939,1.245454545,4845,2.293333333,0.90593662,93380,,C3,square
1304,,66033,,0.637,6.072727273,27450,19.14,2.996591549,658140,,C4,square
1305,0.004941272,9821,208.65,0.667,1.245454545,4275,2.846666667,0.643514085,99680,,C3,square
1306,,1288,,0.946,0.2,795,0.373333333,0.14656338,15260,,C2,square
1307,0.02381531,101430,256.75,0.651,15.84545455,43080,29.4,7.990795775,1019480,,C2,square
1308,0.029971648,119140,113.75,0.648,8.245454545,50355,34.53333333,4.138985915,1195180,,C2,square
